,categorie,pays,unite,valeur
579,Individuals worked from home less than once a week,Montenegro,Percentage of individuals working at an external site or on the move,888
580,Individuals worked from home less than once a week,Albania,Percentage of individuals,1
581,Individuals worked from home less than once a week,Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
582,Individuals worked from home less than once a week,Albania,Percentage of employees and self-employed who used internet within the last year,3
583,Individuals worked from home less than once a week,Albania,Percentage of individuals working from home,888
584,Individuals worked from home less than once a week,Albania,Percentage of individuals working at an external site or on the move,888
585,Individuals worked from home less than once a week,Serbia,Percentage of individuals,2
586,Individuals worked from home less than once a week,Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
587,Individuals worked from home less than once a week,Serbia,Percentage of employees and self-employed who used internet within the last year,6
588,Individuals worked from home less than once a week,Serbia,Percentage of individuals working from home,888
589,Individuals worked from home less than once a week,Serbia,Percentage of individuals working at an external site or on the move,888
590,Individuals worked from home less than once a week,Bosnia and Herzegovina,Percentage of individuals,3
591,Individuals worked from home less than once a week,Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",17
592,Individuals worked from home less than once a week,Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,9
593,Individuals worked from home less than once a week,Bosnia and Herzegovina,Percentage of individuals working from home,888
594,Individuals worked from home less than once a week,Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
595,Individuals worked from home less than once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,1
596,Individuals worked from home less than once a week,Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",8
597,Individuals worked from home less than once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,2
598,Individuals worked from home less than once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,888
599,Individuals worked from home less than once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
600,Individuals worked from home at least once a week,European Union - 27 countries (from 2020),Percentage of individuals,9
601,Individuals worked from home at least once a week,European Union - 27 countries (from 2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
602,Individuals worked from home at least once a week,European Union - 27 countries (from 2020),Percentage of employees and self-employed who used internet within the last year,17
603,Individuals worked from home at least once a week,European Union - 27 countries (from 2020),Percentage of individuals working from home,888
604,Individuals worked from home at least once a week,European Union - 27 countries (from 2020),Percentage of individuals working at an external site or on the move,888
605,Individuals worked from home at least once a week,European Union - 28 countries (2013-2020),Percentage of individuals,10
606,Individuals worked from home at least once a week,European Union - 28 countries (2013-2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",24
607,Individuals worked from home at least once a week,European Union - 28 countries (2013-2020),Percentage of employees and self-employed who used internet within the last year,18
608,Individuals worked from home at least once a week,European Union - 28 countries (2013-2020),Percentage of individuals working from home,888
609,Individuals worked from home at least once a week,European Union - 28 countries (2013-2020),Percentage of individuals working at an external site or on the move,888
610,Individuals worked from home at least once a week,European Union - 27 countries (2007-2013),Percentage of individuals,10
611,Individuals worked from home at least once a week,European Union - 27 countries (2007-2013),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
612,Individuals worked from home at least once a week,European Union - 27 countries (2007-2013),Percentage of employees and self-employed who used internet within the last year,18
613,Individuals worked from home at least once a week,European Union - 27 countries (2007-2013),Percentage of individuals working from home,888
614,Individuals worked from home at least once a week,European Union - 27 countries (2007-2013),Percentage of individuals working at an external site or on the move,888
615,Individuals worked from home at least once a week,European Union - 15 countries (1995-2004),Percentage of individuals,11
616,Individuals worked from home at least once a week,European Union - 15 countries (1995-2004),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
617,Individuals worked from home at least once a week,European Union - 15 countries (1995-2004),Percentage of employees and self-employed who used internet within the last year,20
618,Individuals worked from home at least once a week,European Union - 15 countries (1995-2004),Percentage of individuals working from home,888
619,Individuals worked from home at least once a week,European Union - 15 countries (1995-2004),Percentage of individuals working at an external site or on the move,888
620,Individuals worked from home at least once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals,10
621,Individuals worked from home at least once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",24
622,Individuals worked from home at least once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of employees and self-employed who used internet within the last year,18
623,Individuals worked from home at least once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working from home,888
624,Individuals worked from home at least once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working at an external site or on the move,888
625,Individuals worked from home at least once a week,Belgium,Percentage of individuals,10
626,Individuals worked from home at least once a week,Belgium,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",24
627,Individuals worked from home at least once a week,Belgium,Percentage of employees and self-employed who used internet within the last year,19
628,Individuals worked from home at least once a week,Belgium,Percentage of individuals working from home,888
629,Individuals worked from home at least once a week,Belgium,Percentage of individuals working at an external site or on the move,888
630,Individuals worked from home at least once a week,Bulgaria,Percentage of individuals,4
631,Individuals worked from home at least once a week,Bulgaria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
632,Individuals worked from home at least once a week,Bulgaria,Percentage of employees and self-employed who used internet within the last year,9
633,Individuals worked from home at least once a week,Bulgaria,Percentage of individuals working from home,888
634,Individuals worked from home at least once a week,Bulgaria,Percentage of individuals working at an external site or on the move,888
635,Individuals worked from home at least once a week,Czechia,Percentage of individuals,888
636,Individuals worked from home at least once a week,Czechia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
637,Individuals worked from home at least once a week,Czechia,Percentage of employees and self-employed who used internet within the last year,888
638,Individuals worked from home at least once a week,Czechia,Percentage of individuals working from home,888
639,Individuals worked from home at least once a week,Czechia,Percentage of individuals working at an external site or on the move,888
640,Individuals worked from home at least once a week,Denmark,Percentage of individuals,14
641,Individuals worked from home at least once a week,Denmark,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",26
642,Individuals worked from home at least once a week,Denmark,Percentage of employees and self-employed who used internet within the last year,24
643,Individuals worked from home at least once a week,Denmark,Percentage of individuals working from home,888
644,Individuals worked from home at least once a week,Denmark,Percentage of individuals working at an external site or on the move,888
645,Individuals worked from home at least once a week,Germany (until 1990 former territory of the FRG),Percentage of individuals,10
646,Individuals worked from home at least once a week,Germany (until 1990 former territory of the FRG),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
647,Individuals worked from home at least once a week,Germany (until 1990 former territory of the FRG),Percentage of employees and self-employed who used internet within the last year,15
648,Individuals worked from home at least once a week,Germany (until 1990 former territory of the FRG),Percentage of individuals working from home,888
649,Individuals worked from home at least once a week,Germany (until 1990 former territory of the FRG),Percentage of individuals working at an external site or on the move,888
650,Individuals worked from home at least once a week,Estonia,Percentage of individuals,13
651,Individuals worked from home at least once a week,Estonia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",27
652,Individuals worked from home at least once a week,Estonia,Percentage of employees and self-employed who used internet within the last year,21
653,Individuals worked from home at least once a week,Estonia,Percentage of individuals working from home,888
654,Individuals worked from home at least once a week,Estonia,Percentage of individuals working at an external site or on the move,888
655,Individuals worked from home at least once a week,Ireland,Percentage of individuals,8
656,Individuals worked from home at least once a week,Ireland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
657,Individuals worked from home at least once a week,Ireland,Percentage of employees and self-employed who used internet within the last year,18
658,Individuals worked from home at least once a week,Ireland,Percentage of individuals working from home,888
659,Individuals worked from home at least once a week,Ireland,Percentage of individuals working at an external site or on the move,888
660,Individuals worked from home at least once a week,Greece,Percentage of individuals,7
661,Individuals worked from home at least once a week,Greece,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
662,Individuals worked from home at least once a week,Greece,Percentage of employees and self-employed who used internet within the last year,19
663,Individuals worked from home at least once a week,Greece,Percentage of individuals working from home,888
664,Individuals worked from home at least once a week,Greece,Percentage of individuals working at an external site or on the move,888
665,Individuals worked from home at least once a week,Spain,Percentage of individuals,10
666,Individuals worked from home at least once a week,Spain,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",27
667,Individuals worked from home at least once a week,Spain,Percentage of employees and self-employed who used internet within the last year,19
668,Individuals worked from home at least once a week,Spain,Percentage of individuals working from home,888
669,Individuals worked from home at least once a week,Spain,Percentage of individuals working at an external site or on the move,888
670,Individuals worked from home at least once a week,France,Percentage of individuals,12
671,Individuals worked from home at least once a week,France,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",28
672,Individuals worked from home at least once a week,France,Percentage of employees and self-employed who used internet within the last year,22
673,Individuals worked from home at least once a week,France,Percentage of individuals working from home,888
674,Individuals worked from home at least once a week,France,Percentage of individuals working at an external site or on the move,888
675,Individuals worked from home at least once a week,Croatia,Percentage of individuals,5
676,Individuals worked from home at least once a week,Croatia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",16
677,Individuals worked from home at least once a week,Croatia,Percentage of employees and self-employed who used internet within the last year,11
678,Individuals worked from home at least once a week,Croatia,Percentage of individuals working from home,888
679,Individuals worked from home at least once a week,Croatia,Percentage of individuals working at an external site or on the move,888
680,Individuals worked from home at least once a week,Italy,Percentage of individuals,7
681,Individuals worked from home at least once a week,Italy,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",20
682,Individuals worked from home at least once a week,Italy,Percentage of employees and self-employed who used internet within the last year,15
683,Individuals worked from home at least once a week,Italy,Percentage of individuals working from home,888
684,Individuals worked from home at least once a week,Italy,Percentage of individuals working at an external site or on the move,888
685,Individuals worked from home at least once a week,Cyprus,Percentage of individuals,4
686,Individuals worked from home at least once a week,Cyprus,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
687,Individuals worked from home at least once a week,Cyprus,Percentage of employees and self-employed who used internet within the last year,6
688,Individuals worked from home at least once a week,Cyprus,Percentage of individuals working from home,888
689,Individuals worked from home at least once a week,Cyprus,Percentage of individuals working at an external site or on the move,888
690,Individuals worked from home at least once a week,Latvia,Percentage of individuals,10
691,Individuals worked from home at least once a week,Latvia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
692,Individuals worked from home at least once a week,Latvia,Percentage of employees and self-employed who used internet within the last year,16
693,Individuals worked from home at least once a week,Latvia,Percentage of individuals working from home,888
694,Individuals worked from home at least once a week,Latvia,Percentage of individuals working at an external site or on the move,888
695,Individuals worked from home at least once a week,Lithuania,Percentage of individuals,7
696,Individuals worked from home at least once a week,Lithuania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
697,Individuals worked from home at least once a week,Lithuania,Percentage of employees and self-employed who used internet within the last year,12
698,Individuals worked from home at least once a week,Lithuania,Percentage of individuals working from home,888
699,Individuals worked from home at least once a week,Lithuania,Percentage of individuals working at an external site or on the move,888
700,Individuals worked from home at least once a week,Luxembourg,Percentage of individuals,13
701,Individuals worked from home at least once a week,Luxembourg,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",29
702,Individuals worked from home at least once a week,Luxembourg,Percentage of employees and self-employed who used internet within the last year,24
703,Individuals worked from home at least once a week,Luxembourg,Percentage of individuals working from home,888
704,Individuals worked from home at least once a week,Luxembourg,Percentage of individuals working at an external site or on the move,888
705,Individuals worked from home at least once a week,Hungary,Percentage of individuals,8
706,Individuals worked from home at least once a week,Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
707,Individuals worked from home at least once a week,Hungary,Percentage of employees and self-employed who used internet within the last year,15
708,Individuals worked from home at least once a week,Hungary,Percentage of individuals working from home,888
709,Individuals worked from home at least once a week,Hungary,Percentage of individuals working at an external site or on the move,888
710,Individuals worked from home at least once a week,Malta,Percentage of individuals,13
711,Individuals worked from home at least once a week,Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",28
712,Individuals worked from home at least once a week,Malta,Percentage of employees and self-employed who used internet within the last year,23
713,Individuals worked from home at least once a week,Malta,Percentage of individuals working from home,888
714,Individuals worked from home at least once a week,Malta,Percentage of individuals working at an external site or on the move,888
715,Individuals worked from home at least once a week,Netherlands,Percentage of individuals,20
716,Individuals worked from home at least once a week,Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",33
717,Individuals worked from home at least once a week,Netherlands,Percentage of employees and self-employed who used internet within the last year,31
718,Individuals worked from home at least once a week,Netherlands,Percentage of individuals working from home,888
719,Individuals worked from home at least once a week,Netherlands,Percentage of individuals working at an external site or on the move,888
720,Individuals worked from home at least once a week,Austria,Percentage of individuals,10
721,Individuals worked from home at least once a week,Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",21
722,Individuals worked from home at least once a week,Austria,Percentage of employees and self-employed who used internet within the last year,17
723,Individuals worked from home at least once a week,Austria,Percentage of individuals working from home,888
724,Individuals worked from home at least once a week,Austria,Percentage of individuals working at an external site or on the move,888
725,Individuals worked from home at least once a week,Poland,Percentage of individuals,7
726,Individuals worked from home at least once a week,Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
727,Individuals worked from home at least once a week,Poland,Percentage of employees and self-employed who used internet within the last year,14
728,Individuals worked from home at least once a week,Poland,Percentage of individuals working from home,888
729,Individuals worked from home at least once a week,Poland,Percentage of individuals working at an external site or on the move,888
730,Individuals worked from home at least once a week,Portugal,Percentage of individuals,8
731,Individuals worked from home at least once a week,Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",21
732,Individuals worked from home at least once a week,Portugal,Percentage of employees and self-employed who used internet within the last year,15
733,Individuals worked from home at least once a week,Portugal,Percentage of individuals working from home,888
734,Individuals worked from home at least once a week,Portugal,Percentage of individuals working at an external site or on the move,888
735,Individuals worked from home at least once a week,Romania,Percentage of individuals,3
736,Individuals worked from home at least once a week,Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",14
737,Individuals worked from home at least once a week,Romania,Percentage of employees and self-employed who used internet within the last year,5
738,Individuals worked from home at least once a week,Romania,Percentage of individuals working from home,888
739,Individuals worked from home at least once a week,Romania,Percentage of individuals working at an external site or on the move,888
740,Individuals worked from home at least once a week,Slovenia,Percentage of individuals,11
741,Individuals worked from home at least once a week,Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",26
742,Individuals worked from home at least once a week,Slovenia,Percentage of employees and self-employed who used internet within the last year,19
743,Individuals worked from home at least once a week,Slovenia,Percentage of individuals working from home,888
744,Individuals worked from home at least once a week,Slovenia,Percentage of individuals working at an external site or on the move,888
745,Individuals worked from home at least once a week,Slovakia,Percentage of individuals,9
746,Individuals worked from home at least once a week,Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
747,Individuals worked from home at least once a week,Slovakia,Percentage of employees and self-employed who used internet within the last year,15
748,Individuals worked from home at least once a week,Slovakia,Percentage of individuals working from home,888
749,Individuals worked from home at least once a week,Slovakia,Percentage of individuals working at an external site or on the move,888
750,Individuals worked from home at least once a week,Finland,Percentage of individuals,16
751,Individuals worked from home at least once a week,Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
752,Individuals worked from home at least once a week,Finland,Percentage of employees and self-employed who used internet within the last year,28
753,Individuals worked from home at least once a week,Finland,Percentage of individuals working from home,888
754,Individuals worked from home at least once a week,Finland,Percentage of individuals working at an external site or on the move,888
755,Individuals worked from home at least once a week,Sweden,Percentage of individuals,888
756,Individuals worked from home at least once a week,Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
757,Individuals worked from home at least once a week,Sweden,Percentage of employees and self-employed who used internet within the last year,888
758,Individuals worked from home at least once a week,Sweden,Percentage of individuals working from home,888
759,Individuals worked from home at least once a week,Sweden,Percentage of individuals working at an external site or on the move,888
760,Individuals worked from home at least once a week,United Kingdom,Percentage of individuals,16
761,Individuals worked from home at least once a week,United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
762,Individuals worked from home at least once a week,United Kingdom,Percentage of employees and self-employed who used internet within the last year,25
763,Individuals worked from home at least once a week,United Kingdom,Percentage of individuals working from home,888
764,Individuals worked from home at least once a week,United Kingdom,Percentage of individuals working at an external site or on the move,888
765,Individuals worked from home at least once a week,Iceland,Percentage of individuals,25
766,Individuals worked from home at least once a week,Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
767,Individuals worked from home at least once a week,Iceland,Percentage of employees and self-employed who used internet within the last year,32
768,Individuals worked from home at least once a week,Iceland,Percentage of individuals working from home,888
769,Individuals worked from home at least once a week,Iceland,Percentage of individuals working at an external site or on the move,888
770,Individuals worked from home at least once a week,Norway,Percentage of individuals,24
771,Individuals worked from home at least once a week,Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
772,Individuals worked from home at least once a week,Norway,Percentage of employees and self-employed who used internet within the last year,33
773,Individuals worked from home at least once a week,Norway,Percentage of individuals working from home,888
774,Individuals worked from home at least once a week,Norway,Percentage of individuals working at an external site or on the move,888
775,Individuals worked from home at least once a week,Montenegro,Percentage of individuals,6
776,Individuals worked from home at least once a week,Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
777,Individuals worked from home at least once a week,Montenegro,Percentage of employees and self-employed who used internet within the last year,16
778,Individuals worked from home at least once a week,Montenegro,Percentage of individuals working from home,888
779,Individuals worked from home at least once a week,Montenegro,Percentage of individuals working at an external site or on the move,888
780,Individuals worked from home at least once a week,Albania,Percentage of individuals,4
781,Individuals worked from home at least once a week,Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
782,Individuals worked from home at least once a week,Albania,Percentage of employees and self-employed who used internet within the last year,13
783,Individuals worked from home at least once a week,Albania,Percentage of individuals working from home,888
784,Individuals worked from home at least once a week,Albania,Percentage of individuals working at an external site or on the move,888
785,Individuals worked from home at least once a week,Serbia,Percentage of individuals,7
786,Individuals worked from home at least once a week,Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",30
787,Individuals worked from home at least once a week,Serbia,Percentage of employees and self-employed who used internet within the last year,19
788,Individuals worked from home at least once a week,Serbia,Percentage of individuals working from home,888
789,Individuals worked from home at least once a week,Serbia,Percentage of individuals working at an external site or on the move,888
790,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of individuals,4
791,Individuals worked from home at least once a week,Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
792,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,12
793,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of individuals working from home,888
794,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
795,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,3
796,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",27
797,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,8
798,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,888
799,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
800,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of individuals,15
801,Individuals worked from home at least once,European Union - 27 countries (from 2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
802,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of employees and self-employed who used internet within the last year,27
803,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of individuals working from home,888
804,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of individuals working at an external site or on the move,888
805,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of individuals,16
806,Individuals worked from home at least once,European Union - 28 countries (2013-2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
807,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of employees and self-employed who used internet within the last year,30
808,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of individuals working from home,888
809,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of individuals working at an external site or on the move,888
810,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of individuals,17
811,Individuals worked from home at least once,European Union - 27 countries (2007-2013),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
812,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of employees and self-employed who used internet within the last year,30
813,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of individuals working from home,888
814,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of individuals working at an external site or on the move,888
815,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of individuals,18
816,Individuals worked from home at least once,European Union - 15 countries (1995-2004),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
817,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of employees and self-employed who used internet within the last year,32
818,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of individuals working from home,888
819,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of individuals working at an external site or on the move,888
820,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals,16
821,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
822,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of employees and self-employed who used internet within the last year,29
823,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working from home,888
824,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working at an external site or on the move,888
825,Individuals worked from home at least once,Belgium,Percentage of individuals,18
826,Individuals worked from home at least once,Belgium,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
827,Individuals worked from home at least once,Belgium,Percentage of employees and self-employed who used internet within the last year,33
828,Individuals worked from home at least once,Belgium,Percentage of individuals working from home,888
829,Individuals worked from home at least once,Belgium,Percentage of individuals working at an external site or on the move,888
830,Individuals worked from home at least once,Bulgaria,Percentage of individuals,6
831,Individuals worked from home at least once,Bulgaria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",29
832,Individuals worked from home at least once,Bulgaria,Percentage of employees and self-employed who used internet within the last year,13
833,Individuals worked from home at least once,Bulgaria,Percentage of individuals working from home,888
834,Individuals worked from home at least once,Bulgaria,Percentage of individuals working at an external site or on the move,888
835,Individuals worked from home at least once,Czechia,Percentage of individuals,888
836,Individuals worked from home at least once,Czechia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
837,Individuals worked from home at least once,Czechia,Percentage of employees and self-employed who used internet within the last year,888
838,Individuals worked from home at least once,Czechia,Percentage of individuals working from home,888
839,Individuals worked from home at least once,Czechia,Percentage of individuals working at an external site or on the move,888
840,Individuals worked from home at least once,Denmark,Percentage of individuals,30
841,Individuals worked from home at least once,Denmark,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",57
842,Individuals worked from home at least once,Denmark,Percentage of employees and self-employed who used internet within the last year,51
843,Individuals worked from home at least once,Denmark,Percentage of individuals working from home,888
844,Individuals worked from home at least once,Denmark,Percentage of individuals working at an external site or on the move,888
845,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of individuals,17
846,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
847,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of employees and self-employed who used internet within the last year,26
848,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of individuals working from home,888
849,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of individuals working at an external site or on the move,888
850,Individuals worked from home at least once,Estonia,Percentage of individuals,22
851,Individuals worked from home at least once,Estonia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",45
852,Individuals worked from home at least once,Estonia,Percentage of employees and self-employed who used internet within the last year,35
853,Individuals worked from home at least once,Estonia,Percentage of individuals working from home,888
854,Individuals worked from home at least once,Estonia,Percentage of individuals working at an external site or on the move,888
855,Individuals worked from home at least once,Ireland,Percentage of individuals,11
856,Individuals worked from home at least once,Ireland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",33
857,Individuals worked from home at least once,Ireland,Percentage of employees and self-employed who used internet within the last year,24
858,Individuals worked from home at least once,Ireland,Percentage of individuals working from home,888
859,Individuals worked from home at least once,Ireland,Percentage of individuals working at an external site or on the move,888
860,Individuals worked from home at least once,Greece,Percentage of individuals,9
861,Individuals worked from home at least once,Greece,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",39
862,Individuals worked from home at least once,Greece,Percentage of employees and self-employed who used internet within the last year,24
863,Individuals worked from home at least once,Greece,Percentage of individuals working from home,888
864,Individuals worked from home at least once,Greece,Percentage of individuals working at an external site or on the move,888
865,Individuals worked from home at least once,Spain,Percentage of individuals,15
866,Individuals worked from home at least once,Spain,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",42
867,Individuals worked from home at least once,Spain,Percentage of employees and self-employed who used internet within the last year,30
868,Individuals worked from home at least once,Spain,Percentage of individuals working from home,888
869,Individuals worked from home at least once,Spain,Percentage of individuals working at an external site or on the move,888
870,Individuals worked from home at least once,France,Percentage of individuals,17
871,Individuals worked from home at least once,France,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
872,Individuals worked from home at least once,France,Percentage of employees and self-employed who used internet within the last year,32
873,Individuals worked from home at least once,France,Percentage of individuals working from home,888
874,Individuals worked from home at least once,France,Percentage of individuals working at an external site or on the move,888
875,Individuals worked from home at least once,Croatia,Percentage of individuals,8
876,Individuals worked from home at least once,Croatia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",27
877,Individuals worked from home at least once,Croatia,Percentage of employees and self-employed who used internet within the last year,19
878,Individuals worked from home at least once,Croatia,Percentage of individuals working from home,888
