,categorie,pays,unite,valeur
703,Individuals worked from home at least once a week,Luxembourg,Percentage of individuals working from home,888
704,Individuals worked from home at least once a week,Luxembourg,Percentage of individuals working at an external site or on the move,888
705,Individuals worked from home at least once a week,Hungary,Percentage of individuals,8
706,Individuals worked from home at least once a week,Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
707,Individuals worked from home at least once a week,Hungary,Percentage of employees and self-employed who used internet within the last year,15
708,Individuals worked from home at least once a week,Hungary,Percentage of individuals working from home,888
709,Individuals worked from home at least once a week,Hungary,Percentage of individuals working at an external site or on the move,888
710,Individuals worked from home at least once a week,Malta,Percentage of individuals,13
711,Individuals worked from home at least once a week,Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",28
712,Individuals worked from home at least once a week,Malta,Percentage of employees and self-employed who used internet within the last year,23
713,Individuals worked from home at least once a week,Malta,Percentage of individuals working from home,888
714,Individuals worked from home at least once a week,Malta,Percentage of individuals working at an external site or on the move,888
715,Individuals worked from home at least once a week,Netherlands,Percentage of individuals,20
716,Individuals worked from home at least once a week,Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",33
717,Individuals worked from home at least once a week,Netherlands,Percentage of employees and self-employed who used internet within the last year,31
718,Individuals worked from home at least once a week,Netherlands,Percentage of individuals working from home,888
719,Individuals worked from home at least once a week,Netherlands,Percentage of individuals working at an external site or on the move,888
720,Individuals worked from home at least once a week,Austria,Percentage of individuals,10
721,Individuals worked from home at least once a week,Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",21
722,Individuals worked from home at least once a week,Austria,Percentage of employees and self-employed who used internet within the last year,17
723,Individuals worked from home at least once a week,Austria,Percentage of individuals working from home,888
724,Individuals worked from home at least once a week,Austria,Percentage of individuals working at an external site or on the move,888
725,Individuals worked from home at least once a week,Poland,Percentage of individuals,7
726,Individuals worked from home at least once a week,Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
727,Individuals worked from home at least once a week,Poland,Percentage of employees and self-employed who used internet within the last year,14
728,Individuals worked from home at least once a week,Poland,Percentage of individuals working from home,888
729,Individuals worked from home at least once a week,Poland,Percentage of individuals working at an external site or on the move,888
730,Individuals worked from home at least once a week,Portugal,Percentage of individuals,8
731,Individuals worked from home at least once a week,Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",21
732,Individuals worked from home at least once a week,Portugal,Percentage of employees and self-employed who used internet within the last year,15
733,Individuals worked from home at least once a week,Portugal,Percentage of individuals working from home,888
734,Individuals worked from home at least once a week,Portugal,Percentage of individuals working at an external site or on the move,888
735,Individuals worked from home at least once a week,Romania,Percentage of individuals,3
736,Individuals worked from home at least once a week,Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",14
737,Individuals worked from home at least once a week,Romania,Percentage of employees and self-employed who used internet within the last year,5
738,Individuals worked from home at least once a week,Romania,Percentage of individuals working from home,888
739,Individuals worked from home at least once a week,Romania,Percentage of individuals working at an external site or on the move,888
740,Individuals worked from home at least once a week,Slovenia,Percentage of individuals,11
741,Individuals worked from home at least once a week,Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",26
742,Individuals worked from home at least once a week,Slovenia,Percentage of employees and self-employed who used internet within the last year,19
743,Individuals worked from home at least once a week,Slovenia,Percentage of individuals working from home,888
744,Individuals worked from home at least once a week,Slovenia,Percentage of individuals working at an external site or on the move,888
745,Individuals worked from home at least once a week,Slovakia,Percentage of individuals,9
746,Individuals worked from home at least once a week,Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",25
747,Individuals worked from home at least once a week,Slovakia,Percentage of employees and self-employed who used internet within the last year,15
748,Individuals worked from home at least once a week,Slovakia,Percentage of individuals working from home,888
749,Individuals worked from home at least once a week,Slovakia,Percentage of individuals working at an external site or on the move,888
750,Individuals worked from home at least once a week,Finland,Percentage of individuals,16
751,Individuals worked from home at least once a week,Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
752,Individuals worked from home at least once a week,Finland,Percentage of employees and self-employed who used internet within the last year,28
753,Individuals worked from home at least once a week,Finland,Percentage of individuals working from home,888
754,Individuals worked from home at least once a week,Finland,Percentage of individuals working at an external site or on the move,888
755,Individuals worked from home at least once a week,Sweden,Percentage of individuals,888
756,Individuals worked from home at least once a week,Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
757,Individuals worked from home at least once a week,Sweden,Percentage of employees and self-employed who used internet within the last year,888
758,Individuals worked from home at least once a week,Sweden,Percentage of individuals working from home,888
759,Individuals worked from home at least once a week,Sweden,Percentage of individuals working at an external site or on the move,888
760,Individuals worked from home at least once a week,United Kingdom,Percentage of individuals,16
761,Individuals worked from home at least once a week,United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
762,Individuals worked from home at least once a week,United Kingdom,Percentage of employees and self-employed who used internet within the last year,25
763,Individuals worked from home at least once a week,United Kingdom,Percentage of individuals working from home,888
764,Individuals worked from home at least once a week,United Kingdom,Percentage of individuals working at an external site or on the move,888
765,Individuals worked from home at least once a week,Iceland,Percentage of individuals,25
766,Individuals worked from home at least once a week,Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
767,Individuals worked from home at least once a week,Iceland,Percentage of employees and self-employed who used internet within the last year,32
768,Individuals worked from home at least once a week,Iceland,Percentage of individuals working from home,888
769,Individuals worked from home at least once a week,Iceland,Percentage of individuals working at an external site or on the move,888
770,Individuals worked from home at least once a week,Norway,Percentage of individuals,24
771,Individuals worked from home at least once a week,Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
772,Individuals worked from home at least once a week,Norway,Percentage of employees and self-employed who used internet within the last year,33
773,Individuals worked from home at least once a week,Norway,Percentage of individuals working from home,888
774,Individuals worked from home at least once a week,Norway,Percentage of individuals working at an external site or on the move,888
775,Individuals worked from home at least once a week,Montenegro,Percentage of individuals,6
776,Individuals worked from home at least once a week,Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
777,Individuals worked from home at least once a week,Montenegro,Percentage of employees and self-employed who used internet within the last year,16
778,Individuals worked from home at least once a week,Montenegro,Percentage of individuals working from home,888
779,Individuals worked from home at least once a week,Montenegro,Percentage of individuals working at an external site or on the move,888
780,Individuals worked from home at least once a week,Albania,Percentage of individuals,4
781,Individuals worked from home at least once a week,Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
782,Individuals worked from home at least once a week,Albania,Percentage of employees and self-employed who used internet within the last year,13
783,Individuals worked from home at least once a week,Albania,Percentage of individuals working from home,888
784,Individuals worked from home at least once a week,Albania,Percentage of individuals working at an external site or on the move,888
785,Individuals worked from home at least once a week,Serbia,Percentage of individuals,7
786,Individuals worked from home at least once a week,Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",30
787,Individuals worked from home at least once a week,Serbia,Percentage of employees and self-employed who used internet within the last year,19
788,Individuals worked from home at least once a week,Serbia,Percentage of individuals working from home,888
789,Individuals worked from home at least once a week,Serbia,Percentage of individuals working at an external site or on the move,888
790,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of individuals,4
791,Individuals worked from home at least once a week,Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
792,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,12
793,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of individuals working from home,888
794,Individuals worked from home at least once a week,Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
795,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,3
796,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",27
797,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,8
798,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,888
799,Individuals worked from home at least once a week,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
800,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of individuals,15
801,Individuals worked from home at least once,European Union - 27 countries (from 2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
802,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of employees and self-employed who used internet within the last year,27
803,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of individuals working from home,888
804,Individuals worked from home at least once,European Union - 27 countries (from 2020),Percentage of individuals working at an external site or on the move,888
805,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of individuals,16
806,Individuals worked from home at least once,European Union - 28 countries (2013-2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
807,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of employees and self-employed who used internet within the last year,30
808,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of individuals working from home,888
809,Individuals worked from home at least once,European Union - 28 countries (2013-2020),Percentage of individuals working at an external site or on the move,888
810,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of individuals,17
811,Individuals worked from home at least once,European Union - 27 countries (2007-2013),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
812,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of employees and self-employed who used internet within the last year,30
813,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of individuals working from home,888
814,Individuals worked from home at least once,European Union - 27 countries (2007-2013),Percentage of individuals working at an external site or on the move,888
815,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of individuals,18
816,Individuals worked from home at least once,European Union - 15 countries (1995-2004),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
817,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of employees and self-employed who used internet within the last year,32
818,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of individuals working from home,888
819,Individuals worked from home at least once,European Union - 15 countries (1995-2004),Percentage of individuals working at an external site or on the move,888
820,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals,16
821,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
822,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of employees and self-employed who used internet within the last year,29
823,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working from home,888
824,Individuals worked from home at least once,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working at an external site or on the move,888
825,Individuals worked from home at least once,Belgium,Percentage of individuals,18
826,Individuals worked from home at least once,Belgium,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
827,Individuals worked from home at least once,Belgium,Percentage of employees and self-employed who used internet within the last year,33
828,Individuals worked from home at least once,Belgium,Percentage of individuals working from home,888
829,Individuals worked from home at least once,Belgium,Percentage of individuals working at an external site or on the move,888
830,Individuals worked from home at least once,Bulgaria,Percentage of individuals,6
831,Individuals worked from home at least once,Bulgaria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",29
832,Individuals worked from home at least once,Bulgaria,Percentage of employees and self-employed who used internet within the last year,13
833,Individuals worked from home at least once,Bulgaria,Percentage of individuals working from home,888
834,Individuals worked from home at least once,Bulgaria,Percentage of individuals working at an external site or on the move,888
835,Individuals worked from home at least once,Czechia,Percentage of individuals,888
836,Individuals worked from home at least once,Czechia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
837,Individuals worked from home at least once,Czechia,Percentage of employees and self-employed who used internet within the last year,888
838,Individuals worked from home at least once,Czechia,Percentage of individuals working from home,888
839,Individuals worked from home at least once,Czechia,Percentage of individuals working at an external site or on the move,888
840,Individuals worked from home at least once,Denmark,Percentage of individuals,30
841,Individuals worked from home at least once,Denmark,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",57
842,Individuals worked from home at least once,Denmark,Percentage of employees and self-employed who used internet within the last year,51
843,Individuals worked from home at least once,Denmark,Percentage of individuals working from home,888
844,Individuals worked from home at least once,Denmark,Percentage of individuals working at an external site or on the move,888
845,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of individuals,17
846,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
847,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of employees and self-employed who used internet within the last year,26
848,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of individuals working from home,888
849,Individuals worked from home at least once,Germany (until 1990 former territory of the FRG),Percentage of individuals working at an external site or on the move,888
850,Individuals worked from home at least once,Estonia,Percentage of individuals,22
851,Individuals worked from home at least once,Estonia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",45
852,Individuals worked from home at least once,Estonia,Percentage of employees and self-employed who used internet within the last year,35
853,Individuals worked from home at least once,Estonia,Percentage of individuals working from home,888
854,Individuals worked from home at least once,Estonia,Percentage of individuals working at an external site or on the move,888
855,Individuals worked from home at least once,Ireland,Percentage of individuals,11
856,Individuals worked from home at least once,Ireland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",33
857,Individuals worked from home at least once,Ireland,Percentage of employees and self-employed who used internet within the last year,24
858,Individuals worked from home at least once,Ireland,Percentage of individuals working from home,888
859,Individuals worked from home at least once,Ireland,Percentage of individuals working at an external site or on the move,888
860,Individuals worked from home at least once,Greece,Percentage of individuals,9
861,Individuals worked from home at least once,Greece,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",39
862,Individuals worked from home at least once,Greece,Percentage of employees and self-employed who used internet within the last year,24
863,Individuals worked from home at least once,Greece,Percentage of individuals working from home,888
864,Individuals worked from home at least once,Greece,Percentage of individuals working at an external site or on the move,888
865,Individuals worked from home at least once,Spain,Percentage of individuals,15
866,Individuals worked from home at least once,Spain,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",42
867,Individuals worked from home at least once,Spain,Percentage of employees and self-employed who used internet within the last year,30
868,Individuals worked from home at least once,Spain,Percentage of individuals working from home,888
869,Individuals worked from home at least once,Spain,Percentage of individuals working at an external site or on the move,888
870,Individuals worked from home at least once,France,Percentage of individuals,17
871,Individuals worked from home at least once,France,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
872,Individuals worked from home at least once,France,Percentage of employees and self-employed who used internet within the last year,32
873,Individuals worked from home at least once,France,Percentage of individuals working from home,888
874,Individuals worked from home at least once,France,Percentage of individuals working at an external site or on the move,888
875,Individuals worked from home at least once,Croatia,Percentage of individuals,8
876,Individuals worked from home at least once,Croatia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",27
877,Individuals worked from home at least once,Croatia,Percentage of employees and self-employed who used internet within the last year,19
878,Individuals worked from home at least once,Croatia,Percentage of individuals working from home,888
879,Individuals worked from home at least once,Croatia,Percentage of individuals working at an external site or on the move,888
880,Individuals worked from home at least once,Italy,Percentage of individuals,11
881,Individuals worked from home at least once,Italy,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
882,Individuals worked from home at least once,Italy,Percentage of employees and self-employed who used internet within the last year,24
883,Individuals worked from home at least once,Italy,Percentage of individuals working from home,888
884,Individuals worked from home at least once,Italy,Percentage of individuals working at an external site or on the move,888
885,Individuals worked from home at least once,Cyprus,Percentage of individuals,6
886,Individuals worked from home at least once,Cyprus,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",16
887,Individuals worked from home at least once,Cyprus,Percentage of employees and self-employed who used internet within the last year,10
888,Individuals worked from home at least once,Cyprus,Percentage of individuals working from home,888
889,Individuals worked from home at least once,Cyprus,Percentage of individuals working at an external site or on the move,888
890,Individuals worked from home at least once,Latvia,Percentage of individuals,16
891,Individuals worked from home at least once,Latvia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
892,Individuals worked from home at least once,Latvia,Percentage of employees and self-employed who used internet within the last year,27
893,Individuals worked from home at least once,Latvia,Percentage of individuals working from home,888
894,Individuals worked from home at least once,Latvia,Percentage of individuals working at an external site or on the move,888
895,Individuals worked from home at least once,Lithuania,Percentage of individuals,12
896,Individuals worked from home at least once,Lithuania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",33
897,Individuals worked from home at least once,Lithuania,Percentage of employees and self-employed who used internet within the last year,21
898,Individuals worked from home at least once,Lithuania,Percentage of individuals working from home,888
899,Individuals worked from home at least once,Lithuania,Percentage of individuals working at an external site or on the move,888
900,Individuals worked from home at least once,Luxembourg,Percentage of individuals,22
901,Individuals worked from home at least once,Luxembourg,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",47
902,Individuals worked from home at least once,Luxembourg,Percentage of employees and self-employed who used internet within the last year,40
903,Individuals worked from home at least once,Luxembourg,Percentage of individuals working from home,888
904,Individuals worked from home at least once,Luxembourg,Percentage of individuals working at an external site or on the move,888
905,Individuals worked from home at least once,Hungary,Percentage of individuals,12
906,Individuals worked from home at least once,Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
907,Individuals worked from home at least once,Hungary,Percentage of employees and self-employed who used internet within the last year,23
908,Individuals worked from home at least once,Hungary,Percentage of individuals working from home,888
909,Individuals worked from home at least once,Hungary,Percentage of individuals working at an external site or on the move,888
910,Individuals worked from home at least once,Malta,Percentage of individuals,20
911,Individuals worked from home at least once,Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",43
912,Individuals worked from home at least once,Malta,Percentage of employees and self-employed who used internet within the last year,35
913,Individuals worked from home at least once,Malta,Percentage of individuals working from home,888
914,Individuals worked from home at least once,Malta,Percentage of individuals working at an external site or on the move,888
915,Individuals worked from home at least once,Netherlands,Percentage of individuals,32
916,Individuals worked from home at least once,Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",53
917,Individuals worked from home at least once,Netherlands,Percentage of employees and self-employed who used internet within the last year,50
918,Individuals worked from home at least once,Netherlands,Percentage of individuals working from home,888
919,Individuals worked from home at least once,Netherlands,Percentage of individuals working at an external site or on the move,888
920,Individuals worked from home at least once,Austria,Percentage of individuals,17
921,Individuals worked from home at least once,Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",34
922,Individuals worked from home at least once,Austria,Percentage of employees and self-employed who used internet within the last year,28
923,Individuals worked from home at least once,Austria,Percentage of individuals working from home,888
924,Individuals worked from home at least once,Austria,Percentage of individuals working at an external site or on the move,888
925,Individuals worked from home at least once,Poland,Percentage of individuals,12
926,Individuals worked from home at least once,Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
927,Individuals worked from home at least once,Poland,Percentage of employees and self-employed who used internet within the last year,22
928,Individuals worked from home at least once,Poland,Percentage of individuals working from home,888
929,Individuals worked from home at least once,Poland,Percentage of individuals working at an external site or on the move,888
930,Individuals worked from home at least once,Portugal,Percentage of individuals,12
931,Individuals worked from home at least once,Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
932,Individuals worked from home at least once,Portugal,Percentage of employees and self-employed who used internet within the last year,23
933,Individuals worked from home at least once,Portugal,Percentage of individuals working from home,888
934,Individuals worked from home at least once,Portugal,Percentage of individuals working at an external site or on the move,888
935,Individuals worked from home at least once,Romania,Percentage of individuals,4
936,Individuals worked from home at least once,Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
937,Individuals worked from home at least once,Romania,Percentage of employees and self-employed who used internet within the last year,8
938,Individuals worked from home at least once,Romania,Percentage of individuals working from home,888
939,Individuals worked from home at least once,Romania,Percentage of individuals working at an external site or on the move,888
940,Individuals worked from home at least once,Slovenia,Percentage of individuals,15
941,Individuals worked from home at least once,Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
942,Individuals worked from home at least once,Slovenia,Percentage of employees and self-employed who used internet within the last year,28
943,Individuals worked from home at least once,Slovenia,Percentage of individuals working from home,888
944,Individuals worked from home at least once,Slovenia,Percentage of individuals working at an external site or on the move,888
945,Individuals worked from home at least once,Slovakia,Percentage of individuals,13
946,Individuals worked from home at least once,Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
947,Individuals worked from home at least once,Slovakia,Percentage of employees and self-employed who used internet within the last year,24
948,Individuals worked from home at least once,Slovakia,Percentage of individuals working from home,888
949,Individuals worked from home at least once,Slovakia,Percentage of individuals working at an external site or on the move,888
950,Individuals worked from home at least once,Finland,Percentage of individuals,26
951,Individuals worked from home at least once,Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",53
952,Individuals worked from home at least once,Finland,Percentage of employees and self-employed who used internet within the last year,46
953,Individuals worked from home at least once,Finland,Percentage of individuals working from home,888
954,Individuals worked from home at least once,Finland,Percentage of individuals working at an external site or on the move,888
955,Individuals worked from home at least once,Sweden,Percentage of individuals,888
956,Individuals worked from home at least once,Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
957,Individuals worked from home at least once,Sweden,Percentage of employees and self-employed who used internet within the last year,888
958,Individuals worked from home at least once,Sweden,Percentage of individuals working from home,888
959,Individuals worked from home at least once,Sweden,Percentage of individuals working at an external site or on the move,888
960,Individuals worked from home at least once,United Kingdom,Percentage of individuals,27
961,Individuals worked from home at least once,United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",54
962,Individuals worked from home at least once,United Kingdom,Percentage of employees and self-employed who used internet within the last year,42
963,Individuals worked from home at least once,United Kingdom,Percentage of individuals working from home,888
964,Individuals worked from home at least once,United Kingdom,Percentage of individuals working at an external site or on the move,888
965,Individuals worked from home at least once,Iceland,Percentage of individuals,36
966,Individuals worked from home at least once,Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",53
967,Individuals worked from home at least once,Iceland,Percentage of employees and self-employed who used internet within the last year,45
968,Individuals worked from home at least once,Iceland,Percentage of individuals working from home,888
969,Individuals worked from home at least once,Iceland,Percentage of individuals working at an external site or on the move,888
970,Individuals worked from home at least once,Norway,Percentage of individuals,38
971,Individuals worked from home at least once,Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",58
972,Individuals worked from home at least once,Norway,Percentage of employees and self-employed who used internet within the last year,53
973,Individuals worked from home at least once,Norway,Percentage of individuals working from home,888
974,Individuals worked from home at least once,Norway,Percentage of individuals working at an external site or on the move,888
975,Individuals worked from home at least once,Montenegro,Percentage of individuals,9
976,Individuals worked from home at least once,Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",50
977,Individuals worked from home at least once,Montenegro,Percentage of employees and self-employed who used internet within the last year,25
978,Individuals worked from home at least once,Montenegro,Percentage of individuals working from home,888
979,Individuals worked from home at least once,Montenegro,Percentage of individuals working at an external site or on the move,888
980,Individuals worked from home at least once,Albania,Percentage of individuals,6
981,Individuals worked from home at least once,Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",50
982,Individuals worked from home at least once,Albania,Percentage of employees and self-employed who used internet within the last year,17
983,Individuals worked from home at least once,Albania,Percentage of individuals working from home,888
984,Individuals worked from home at least once,Albania,Percentage of individuals working at an external site or on the move,888
985,Individuals worked from home at least once,Serbia,Percentage of individuals,9
986,Individuals worked from home at least once,Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
987,Individuals worked from home at least once,Serbia,Percentage of employees and self-employed who used internet within the last year,26
988,Individuals worked from home at least once,Serbia,Percentage of individuals working from home,888
989,Individuals worked from home at least once,Serbia,Percentage of individuals working at an external site or on the move,888
990,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of individuals,7
991,Individuals worked from home at least once,Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
992,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,21
993,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of individuals working from home,888
994,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
995,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,4
996,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",35
997,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,10
998,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,888
999,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
1000,Individuals never worked from home,European Union - 27 countries (from 2020),Percentage of individuals,25
1001,Individuals never worked from home,European Union - 27 countries (from 2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",62
1002,Individuals never worked from home,European Union - 27 countries (from 2020),Percentage of employees and self-employed who used internet within the last year,46
1003,Individuals never worked from home,European Union - 27 countries (from 2020),Percentage of individuals working from home,888
1004,Individuals never worked from home,European Union - 27 countries (from 2020),Percentage of individuals working at an external site or on the move,888
1005,Individuals never worked from home,European Union - 28 countries (2013-2020),Percentage of individuals,25
1006,Individuals never worked from home,European Union - 28 countries (2013-2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",60
1007,Individuals never worked from home,European Union - 28 countries (2013-2020),Percentage of employees and self-employed who used internet within the last year,44
1008,Individuals never worked from home,European Union - 28 countries (2013-2020),Percentage of individuals working from home,888
1009,Individuals never worked from home,European Union - 28 countries (2013-2020),Percentage of individuals working at an external site or on the move,888
1010,Individuals never worked from home,European Union - 27 countries (2007-2013),Percentage of individuals,25
1011,Individuals never worked from home,European Union - 27 countries (2007-2013),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",60
1012,Individuals never worked from home,European Union - 27 countries (2007-2013),Percentage of employees and self-employed who used internet within the last year,44
1013,Individuals never worked from home,European Union - 27 countries (2007-2013),Percentage of individuals working from home,888
1014,Individuals never worked from home,European Union - 27 countries (2007-2013),Percentage of individuals working at an external site or on the move,888
1015,Individuals never worked from home,European Union - 15 countries (1995-2004),Percentage of individuals,26
1016,Individuals never worked from home,European Union - 15 countries (1995-2004),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",58
1017,Individuals never worked from home,European Union - 15 countries (1995-2004),Percentage of employees and self-employed who used internet within the last year,46
1018,Individuals never worked from home,European Union - 15 countries (1995-2004),Percentage of individuals working from home,888
