"INDIC_IS","GEO","IND_TYPE","TIME","UNIT","Value","Flag and Footnotes"
"Individuals worked from home at least once a week","Lithuania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","18",""
"Individuals worked from home at least once a week","Lithuania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","12",""
"Individuals worked from home at least once a week","Lithuania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Lithuania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Luxembourg","All Individuals","2018","Percentage of individuals","13",""
"Individuals worked from home at least once a week","Luxembourg","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","29",""
"Individuals worked from home at least once a week","Luxembourg","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","24",""
"Individuals worked from home at least once a week","Luxembourg","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Luxembourg","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Hungary","All Individuals","2018","Percentage of individuals","8",""
"Individuals worked from home at least once a week","Hungary","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","25",""
"Individuals worked from home at least once a week","Hungary","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","15",""
"Individuals worked from home at least once a week","Hungary","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Hungary","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Malta","All Individuals","2018","Percentage of individuals","13",""
"Individuals worked from home at least once a week","Malta","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","28",""
"Individuals worked from home at least once a week","Malta","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","23",""
"Individuals worked from home at least once a week","Malta","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Malta","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Netherlands","All Individuals","2018","Percentage of individuals","20",""
"Individuals worked from home at least once a week","Netherlands","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","33",""
"Individuals worked from home at least once a week","Netherlands","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","31",""
"Individuals worked from home at least once a week","Netherlands","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Netherlands","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Austria","All Individuals","2018","Percentage of individuals","10",""
"Individuals worked from home at least once a week","Austria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","21",""
"Individuals worked from home at least once a week","Austria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","17",""
"Individuals worked from home at least once a week","Austria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Austria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Poland","All Individuals","2018","Percentage of individuals","7",""
"Individuals worked from home at least once a week","Poland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","23",""
"Individuals worked from home at least once a week","Poland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","14",""
"Individuals worked from home at least once a week","Poland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Poland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Portugal","All Individuals","2018","Percentage of individuals","8",""
"Individuals worked from home at least once a week","Portugal","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","21",""
"Individuals worked from home at least once a week","Portugal","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","15",""
"Individuals worked from home at least once a week","Portugal","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Portugal","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Romania","All Individuals","2018","Percentage of individuals","3",""
"Individuals worked from home at least once a week","Romania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","14",""
"Individuals worked from home at least once a week","Romania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","5",""
"Individuals worked from home at least once a week","Romania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Romania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Slovenia","All Individuals","2018","Percentage of individuals","11",""
"Individuals worked from home at least once a week","Slovenia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","26",""
"Individuals worked from home at least once a week","Slovenia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","19",""
"Individuals worked from home at least once a week","Slovenia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Slovenia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Slovakia","All Individuals","2018","Percentage of individuals","9",""
"Individuals worked from home at least once a week","Slovakia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","25",""
"Individuals worked from home at least once a week","Slovakia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","15",""
"Individuals worked from home at least once a week","Slovakia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Slovakia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Finland","All Individuals","2018","Percentage of individuals","16",""
"Individuals worked from home at least once a week","Finland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","32",""
"Individuals worked from home at least once a week","Finland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","28",""
"Individuals worked from home at least once a week","Finland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Finland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Sweden","All Individuals","2018","Percentage of individuals",":","u"
"Individuals worked from home at least once a week","Sweden","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals worked from home at least once a week","Sweden","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals worked from home at least once a week","Sweden","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Sweden","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","United Kingdom","All Individuals","2018","Percentage of individuals","16",""
"Individuals worked from home at least once a week","United Kingdom","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","32",""
"Individuals worked from home at least once a week","United Kingdom","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","25",""
"Individuals worked from home at least once a week","United Kingdom","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","United Kingdom","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Iceland","All Individuals","2018","Percentage of individuals","25",""
"Individuals worked from home at least once a week","Iceland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","38",""
"Individuals worked from home at least once a week","Iceland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","32",""
"Individuals worked from home at least once a week","Iceland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Iceland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Norway","All Individuals","2018","Percentage of individuals","24",""
"Individuals worked from home at least once a week","Norway","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals worked from home at least once a week","Norway","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","33",""
"Individuals worked from home at least once a week","Norway","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Norway","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Montenegro","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home at least once a week","Montenegro","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","32",""
"Individuals worked from home at least once a week","Montenegro","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","16",""
"Individuals worked from home at least once a week","Montenegro","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Montenegro","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Albania","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home at least once a week","Albania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","40",""
"Individuals worked from home at least once a week","Albania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","13",""
"Individuals worked from home at least once a week","Albania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Albania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Serbia","All Individuals","2018","Percentage of individuals","7",""
"Individuals worked from home at least once a week","Serbia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","30",""
"Individuals worked from home at least once a week","Serbia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","19",""
"Individuals worked from home at least once a week","Serbia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Serbia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home at least once a week","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","23",""
"Individuals worked from home at least once a week","Bosnia and Herzegovina","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","12",""
"Individuals worked from home at least once a week","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals","3",""
"Individuals worked from home at least once a week","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","27",""
"Individuals worked from home at least once a week","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home at least once a week","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals","15",""
"Individuals worked from home at least once","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals worked from home at least once","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals worked from home at least once","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals","16",""
"Individuals worked from home at least once","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","40",""
"Individuals worked from home at least once","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","30",""
"Individuals worked from home at least once","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals","17",""
"Individuals worked from home at least once","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","40",""
"Individuals worked from home at least once","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","30",""
"Individuals worked from home at least once","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals","18",""
"Individuals worked from home at least once","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","41",""
"Individuals worked from home at least once","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","32",""
"Individuals worked from home at least once","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals","16",""
"Individuals worked from home at least once","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals worked from home at least once","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","29",""
"Individuals worked from home at least once","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Belgium","All Individuals","2018","Percentage of individuals","18",""
"Individuals worked from home at least once","Belgium","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","41",""
"Individuals worked from home at least once","Belgium","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","33",""
"Individuals worked from home at least once","Belgium","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Belgium","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Bulgaria","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home at least once","Bulgaria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","29",""
"Individuals worked from home at least once","Bulgaria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","13",""
"Individuals worked from home at least once","Bulgaria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Bulgaria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Czechia","All Individuals","2018","Percentage of individuals",":","u"
"Individuals worked from home at least once","Czechia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals worked from home at least once","Czechia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals worked from home at least once","Czechia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Czechia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Denmark","All Individuals","2018","Percentage of individuals","30",""
"Individuals worked from home at least once","Denmark","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","57",""
"Individuals worked from home at least once","Denmark","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","51",""
"Individuals worked from home at least once","Denmark","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Denmark","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals","17",""
"Individuals worked from home at least once","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","31",""
"Individuals worked from home at least once","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","26",""
"Individuals worked from home at least once","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Estonia","All Individuals","2018","Percentage of individuals","22",""
"Individuals worked from home at least once","Estonia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","45",""
"Individuals worked from home at least once","Estonia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","35",""
"Individuals worked from home at least once","Estonia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Estonia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Ireland","All Individuals","2018","Percentage of individuals","11",""
"Individuals worked from home at least once","Ireland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","33",""
"Individuals worked from home at least once","Ireland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","24",""
"Individuals worked from home at least once","Ireland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Ireland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Greece","All Individuals","2018","Percentage of individuals","9",""
"Individuals worked from home at least once","Greece","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","39",""
"Individuals worked from home at least once","Greece","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","24",""
"Individuals worked from home at least once","Greece","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Greece","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Spain","All Individuals","2018","Percentage of individuals","15",""
"Individuals worked from home at least once","Spain","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","42",""
"Individuals worked from home at least once","Spain","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","30",""
"Individuals worked from home at least once","Spain","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Spain","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","France","All Individuals","2018","Percentage of individuals","17",""
"Individuals worked from home at least once","France","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","41",""
"Individuals worked from home at least once","France","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","32",""
"Individuals worked from home at least once","France","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","France","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Croatia","All Individuals","2018","Percentage of individuals","8",""
"Individuals worked from home at least once","Croatia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","27",""
"Individuals worked from home at least once","Croatia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","19",""
"Individuals worked from home at least once","Croatia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Croatia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Italy","All Individuals","2018","Percentage of individuals","11",""
"Individuals worked from home at least once","Italy","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","32",""
"Individuals worked from home at least once","Italy","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","24",""
"Individuals worked from home at least once","Italy","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Italy","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Cyprus","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home at least once","Cyprus","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","16",""
"Individuals worked from home at least once","Cyprus","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","10",""
"Individuals worked from home at least once","Cyprus","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Cyprus","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Latvia","All Individuals","2018","Percentage of individuals","16",""
"Individuals worked from home at least once","Latvia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","41",""
"Individuals worked from home at least once","Latvia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals worked from home at least once","Latvia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Latvia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Lithuania","All Individuals","2018","Percentage of individuals","12",""
"Individuals worked from home at least once","Lithuania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","33",""
"Individuals worked from home at least once","Lithuania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","21",""
"Individuals worked from home at least once","Lithuania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Lithuania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Luxembourg","All Individuals","2018","Percentage of individuals","22",""
"Individuals worked from home at least once","Luxembourg","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","47",""
"Individuals worked from home at least once","Luxembourg","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","40",""
"Individuals worked from home at least once","Luxembourg","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Luxembourg","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Hungary","All Individuals","2018","Percentage of individuals","12",""
"Individuals worked from home at least once","Hungary","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","40",""
"Individuals worked from home at least once","Hungary","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","23",""
"Individuals worked from home at least once","Hungary","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Hungary","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Malta","All Individuals","2018","Percentage of individuals","20",""
"Individuals worked from home at least once","Malta","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","43",""
"Individuals worked from home at least once","Malta","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","35",""
"Individuals worked from home at least once","Malta","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Malta","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Netherlands","All Individuals","2018","Percentage of individuals","32",""
"Individuals worked from home at least once","Netherlands","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","53",""
"Individuals worked from home at least once","Netherlands","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","50",""
"Individuals worked from home at least once","Netherlands","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Netherlands","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Austria","All Individuals","2018","Percentage of individuals","17",""
"Individuals worked from home at least once","Austria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","34",""
"Individuals worked from home at least once","Austria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","28",""
"Individuals worked from home at least once","Austria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Austria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Poland","All Individuals","2018","Percentage of individuals","12",""
"Individuals worked from home at least once","Poland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","38",""
"Individuals worked from home at least once","Poland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","22",""
"Individuals worked from home at least once","Poland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Poland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Portugal","All Individuals","2018","Percentage of individuals","12",""
"Individuals worked from home at least once","Portugal","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","31",""
"Individuals worked from home at least once","Portugal","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","23",""
"Individuals worked from home at least once","Portugal","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Portugal","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Romania","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home at least once","Romania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","23",""
"Individuals worked from home at least once","Romania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home at least once","Romania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Romania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Slovenia","All Individuals","2018","Percentage of individuals","15",""
"Individuals worked from home at least once","Slovenia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals worked from home at least once","Slovenia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","28",""
"Individuals worked from home at least once","Slovenia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Slovenia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Slovakia","All Individuals","2018","Percentage of individuals","13",""
"Individuals worked from home at least once","Slovakia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","38",""
"Individuals worked from home at least once","Slovakia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","24",""
"Individuals worked from home at least once","Slovakia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once","Slovakia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once","Finland","All Individuals","2018","Percentage of individuals","26",""
"Individuals worked from home at least once","Finland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","53",""
"Individuals worked from home at least once","Finland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","46",""
"Individuals worked from home at least once","Finland","All Individuals","2018","Percentage of individuals working from home",":",""
